recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
4325,1600 BLOCK OF E BRAMBLETON AVENUE,Rainy Monday (9/8/2014),Flooded street,12135514.09,3475184.151,22:32.0,9/8/2014,22:32.0,-76.269579,36.845959
4326,6600 BLOCK OF STONEY POINT SOUTH,Rainy Monday (9/8/2014),Flooded street,12161181.81,3477089.849,48:31.0,9/8/2014,48:31.0,-76.181728,36.849493
4328,STONEY POINT SOUTH & N NEWTOWN ROAD,Rainy Monday (9/8/2014),Flooded street,12161469,3476709.75,37:04.0,9/8/2014,37:04.0,-76.180778,36.84843
4329,300 BLOCK OF CAMPOSTELLA ROAD,Rainy Monday (9/8/2014),Flooded street,12136882.08,3473120.001,50:20.0,9/9/2014,50:20.0,-76.265072,36.840202
4330,E BRAMBLETON AVENUE & PARK AVENUE,Rainy Monday (9/8/2014),Flooded street,12135220,3475405.25,50:48.0,9/9/2014,50:48.0,-76.270566,36.846585
4331,MAJESTIC AVENUE & E VIRGINIA BEACH BOULEVARD,Rainy Monday (9/8/2014),Flooded street,12138987,3477532,51:16.0,9/9/2014,51:16.0,-76.257523,36.85218
4332,E CHARLOTTE STREET & FENCHURCH STREET,Rainy Monday (9/8/2014),Flooded street,12131756,3476620.75,51:40.0,9/9/2014,51:40.0,-76.282303,36.850147
4333,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,Rainy Monday (9/8/2014),Flooded street,12145504.5,3483016.375,52:07.0,9/9/2014,52:07.0,-76.234805,36.866812
4335,BOUSH STREET & W OLNEY ROAD,Rainy Monday (9/8/2014),Flooded street,12129207,3478802.5,15:32.0,9/9/2014,15:32.0,-76.290838,36.856302
4337,1300 BLOCK OF LLEWELLYN AVENUE,Rainy Monday (9/8/2014),Flooded street,12129587.76,3481252.048,58:26.0,9/9/2014,58:26.0,-76.289341,36.863003
4339,900 BLOCK OF E BRAMBLETON AVENUE,Rainy Monday (9/8/2014),Flooded street,12132896.47,3477327.277,13:26.0,9/9/2014,13:26.0,-76.27835,36.852013
4340,8651 STURGIS STREET,Rainy Monday (9/8/2014),Flooded street,12144014.44,3508298.971,21:26.0,9/9/2014,21:26.0,-76.237826,36.936331
4341,BRACEY STREET & SUTTON STREET,Rainy Monday (9/8/2014),Flooded street,12134338,3481688.75,35:46.0,9/9/2014,35:46.0,-76.273073,36.863896
4342,3661 E VIRGINIA BEACH BOULEVARD,Rainy Monday (9/8/2014),Flooded street,12145093.36,3478536.889,47:27.0,9/9/2014,47:27.0,-76.236577,36.854539
4349,GRANBY STREET & WEST BELVEDERE ROAD,NAPSG (9/13/2014),Flooded street,12132225,3493017.5,30:56.0,9/13/2014,30:56.0,-76.279383,36.89514
4357,6000 BLOCK OF SOUTH RIVER ROAD,NAPSG (9/13/2014),Flooded street,12129832.84,3492868.63,42:24.0,9/13/2014,42:24.0,-76.287573,36.894885
4360,NEWPORT CRESCENT & SOUTH RIVER ROAD,NAPSG (9/13/2014),Flooded street,12130113,3493227.25,43:12.0,9/13/2014,43:12.0,-76.286586,36.895852
4361,131 WEST BELVEDERE ROAD,NAPSG (9/13/2014),Flooded street,12131400.45,3492592.041,23:50.0,9/13/2014,23:50.0,-76.282236,36.894025
4362,7900 BLOCK OF HAMPTON BOULEVARD,Saturday Storm 9/13 (9/13/2014),Flooded street,12121616.64,3502591.604,31:36.0,9/13/2014,31:36.0,-76.314892,36.922109
4363,8000 BLOCK OF HAMPTON BOULEVARD,Saturday Storm 9/13 (9/13/2014),Flooded street,12120973.36,3503651.178,32:18.0,9/13/2014,32:18.0,-76.317008,36.925059
4364,8100 BLOCK OF HAMPTON BOULEVARD,Saturday Storm 9/13 (9/13/2014),Flooded street,12120806,3504252.5,32:45.0,9/13/2014,32:45.0,-76.317533,36.926721
4367,4601 MAYFLOWER ROAD,HEAVY RAIN (9/24/2014),Flooded street,12130843.86,3489020.305,36:31.0,9/24/2014,36:31.0,-76.284425,36.884253
4371,1000 BLOCK OF W BRAMBLETON AVENUE,unnamed  (9/29/2014),Flooded street,12124465.5,3480605.851,32:51.0,11/1/2014,32:51.0,-76.306896,36.861557
4372,HAMPTON BOULEVARD & LARCHMONT CRESCENT,unnamed  (9/29/2014),Flooded street,12125347.5,3493134.125,01:33.0,11/1/2014,01:33.0,-76.302886,36.895902
4373,900 BLOCK OF E OCEAN VIEW AVENUE,STORM 11/17/14 (11/17/2014),Flooded street,12142917.5,3512446.369,14:26.0,11/17/2014,14:26.0,-76.241239,36.947791
4374,E LITTLE CREEK ROAD & FORT WORTH AVENUE,unnamed  (11/23/2014),Flooded street,12136126,3501252.75,45:51.0,12/24/2014,45:51.0,-76.26538,36.9175
4375,5TH BAY STREET & E OCEAN VIEW AVENUE,unnamed  (11/23/2014),Flooded street,12151859,3507840.5,14:19.0,12/24/2014,14:19.0,-76.211032,36.934553
4376,5200 BLOCK OF HAMPTON BOULEVARD,unnamed  (11/23/2014),Flooded street,12125193.72,3491096.656,22:45.0,1/18/2015,22:45.0,-76.303574,36.890317
4377,1000 BLOCK OF CRAIG STREET,unnamed  (11/23/2014),Flooded street,12132312,3468059.75,23:28.0,1/18/2015,23:28.0,-76.281091,36.826604
4399,7800 BLOCK OF HAMPTON BOULEVARD,unnamed  (3/2/2015),Flooded street,12122732.46,3501362.805,52:33.0,4/14/2015,52:33.0,-76.311174,36.918664
4400,300 BLOCK OF E LITTLE CREEK ROAD,unnamed  (3/2/2015),Flooded street,12136613.53,3501468.001,53:00.0,4/14/2015,53:00.0,-76.263695,36.918059
4403,200 BLOCK OF HARVARD STREET,unnamed  (3/2/2015),Flooded street,12132465,3497947.375,17:57.0,6/2/2015,17:57.0,-76.278166,36.908661
4404,900 BLOCK OF E OCEAN VIEW AVENUE,unnamed  (3/2/2015),Flooded street,12142917.5,3512446.369,21:35.0,6/2/2015,21:35.0,-76.241239,36.947791
4405,1500 BLOCK OF E OCEAN VIEW AVENUE,unnamed  (3/2/2015),Flooded street,12146336.52,3510066.577,21:57.0,6/2/2015,21:57.0,-76.229738,36.941032
4406,1600 BLOCK OF E OCEAN VIEW AVENUE,unnamed  (3/2/2015),Flooded street,12146800.28,3509800.516,22:16.0,6/2/2015,22:16.0,-76.228174,36.940271
4407,200 BLOCK OF E LITTLE CREEK ROAD,unnamed  (3/2/2015),Flooded street,12135250.5,3500730.375,22:43.0,6/2/2015,22:43.0,-76.268416,36.916122
4408,1200 BLOCK OF JOHNSTONS ROAD,unnamed  (3/2/2015),Flooded street,12143939.31,3497912.308,58:16.0,6/2/2015,58:16.0,-76.238934,36.907816
4409,1300 BLOCK OF JOHNSTONS ROAD,unnamed  (3/2/2015),Flooded street,12144608.89,3497967.916,58:38.0,6/2/2015,58:38.0,-76.23664,36.907925
4410,19TH BAY STREET & PLEASANT AVENUE,unnamed  (3/2/2015),Flooded street,12156459.71,3505945.722,16:41.0,6/2/2015,16:41.0,-76.195454,36.929043
4429,2700 BLOCK OF HAMPTON BOULEVARD,unnamed  (7/2/2015),Flooded street,12125764,3486459.25,42:42.0,7/4/2015,42:42.0,-76.301993,36.877547
4430,CROMWELL ROAD & TAIT TERRACE,unnamed  (7/2/2015),Flooded street,12141095,3483362.5,37:00.0,7/11/2015,37:00.0,-76.249846,36.868052
4431,4100 BLOCK OF E VIRGINIA BEACH BOULEVARD,unnamed  (7/2/2015),Flooded street,12146319.5,3479053.125,37:45.0,7/11/2015,37:45.0,-76.232345,36.855876
4432,5600 BLOCK OF RABY ROAD,unnamed  (7/2/2015),Flooded street,12152146.1,3480828.326,54:16.0,7/11/2015,54:16.0,-76.212289,36.860364
4433,2500 BLOCK OF BALLENTINE BOULEVARD,unnamed  (7/2/2015),Flooded street,12140651.5,3482898.625,02:59.0,7/11/2015,02:59.0,-76.251399,36.866807
4434,E VIRGINIA BEACH BOULEVARD & N NEWTOWN ROAD,unnamed  (7/2/2015),Flooded street,12162301.5,3478875.75,04:17.0,7/11/2015,04:17.0,-76.177752,36.854322
4435,RABY ROAD & E VIRGINIA BEACH BOULEVARD,unnamed  (7/2/2015),Flooded street,12150197.09,3479271.813,07:01.0,7/11/2015,07:01.0,-76.219078,36.85622
4437,300 BLOCK OF SHIRLEY AVENUE,Thunderstorm (7/11/2015),Flooded street,12129258.72,3481752.757,09:33.0,7/11/2015,09:33.0,-76.290425,36.864399
4438,LLEWELLYN AVENUE & SHIRLEY AVENUE,Thunderstorm (7/11/2015),Flooded street,12129725,3481565.875,10:38.0,7/11/2015,10:38.0,-76.288847,36.863856
4439,ROBIN HOOD ROAD & SHERWOOD FOREST LANE,Thunderstorm (7/11/2015),Flooded street,12144687,3486649.5,19:18.0,7/11/2015,19:18.0,-76.237301,36.876841
4440,LINDENWOOD AVENUE & TIDEWATER DRIVE,Thunderstorm (7/11/2015),Flooded street,12135481,3482596.125,20:04.0,7/11/2015,20:04.0,-76.269094,36.866313
4441,AZALEA GARDEN ROAD & E VIRGINIA BEACH BOULEVARD,Thunderstorm (7/11/2015),Flooded street,12146311,3479089.5,24:27.0,7/11/2015,24:27.0,-76.232371,36.855976
4442,3800 BLOCK OF E PRINCESS ANNE ROAD,Thunderstorm (7/11/2015),Flooded street,12144719.23,3482703.385,51:52.0,7/11/2015,51:52.0,-76.237514,36.866004
4443,LINDENWOOD AVENUE & TIDEWATER DRIVE,Thunderstorm (7/11/2015),Flooded underpass,12135481,3482596.125,54:01.0,7/11/2015,54:01.0,-76.269094,36.866313
4444,SAINT JULIAN AVENUE & TIDEWATER DRIVE,Thunderstorm (7/11/2015),Flooded street,12134860,3480804.25,01:18.0,7/11/2015,01:18.0,-76.27136,36.861433
4445,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,Thunderstorm (7/11/2015),Flooded street,12145504.5,3483016.375,14:42.0,7/11/2015,14:42.0,-76.234805,36.866812
4447,1100 BLOCK OF GEORGETOWN ROAD,Thunderstorm (7/11/2015),Flooded street,12154904.07,3480753.896,48:04.0,7/11/2015,48:04.0,-76.202871,36.859976
4458,900 BLOCK OF BAGNALL ROAD,09/02/15 (9/2/2015),Flooded street,12133471.3,3478200.465,42:27.0,9/2/2015,42:27.0,-76.276315,36.854374
4468,401 MONTICELLO AVENUE,unnamed  (9/17/2015),Flooded street,12129761,3476951.751,37:57.0,9/23/2015,37:57.0,-76.289093,36.851184
4469,38TH STREET & GRANBY STREET,Noreaster (9/24/2015),Flooded street,12131553,3487740.5,31:50.0,9/24/2015,31:50.0,-76.282104,36.880693
4472,9519 17TH BAY STREET,Noreaster (9/24/2015),Flooded street,12155509.69,3505427.93,37:39.0,9/25/2015,37:39.0,-76.198746,36.927685
4474,6000 BLOCK OF HAMPTON BOULEVARD,Noreaster (9/24/2015),Flooded street,12125322.66,3493263.676,46:20.0,9/26/2015,46:20.0,-76.30296,36.896259
4475,BOUSH STREET & W OLNEY ROAD,Noreaster (9/24/2015),Flooded street,12129207,3478802.5,48:55.0,9/26/2015,48:55.0,-76.290838,36.856302
4476,COLONIAL AVENUE & MASSACHUSETTS AVENUE,Noreaster (9/24/2015),Flooded street,12130494,3490265,12:43.0,9/26/2015,12:43.0,-76.285521,36.887693
4477,DELAWARE AVENUE & MAYFLOWER ROAD,Noreaster (9/24/2015),Flooded street,12129580,3489050.375,18:51.0,9/26/2015,18:51.0,-76.288743,36.884417
4478,COLONIAL AVENUE & NEW HAMPSHIRE AVENUE,Noreaster (9/24/2015),Flooded street,12130549,3490539.25,19:24.0,9/26/2015,19:24.0,-76.285311,36.888443
4479,COLONIAL AVENUE & MAYFLOWER ROAD,Noreaster (9/24/2015),Flooded street,12130549,3490539.25,19:55.0,9/26/2015,19:55.0,-76.285311,36.888443
4480,MAYFLOWER ROAD & NEWPORT AVENUE,Noreaster (9/24/2015),Flooded street,12130051,3491198.5,20:16.0,9/26/2015,20:16.0,-76.286961,36.890285
4481,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,Noreaster (9/24/2015),Flooded street,12129060.34,3479121.275,20:45.0,9/26/2015,20:45.0,-76.291314,36.857187
4482,DUKE STREET & W BRAMBLETON AVENUE,Noreaster (9/24/2015),Flooded street,12128896,3478030.25,21:33.0,9/26/2015,21:33.0,-76.291962,36.854201
4483,MASSACHUSETTS AVENUE & MAYFLOWER ROAD,Noreaster (9/24/2015),Flooded street,12129987,3490389.375,24:25.0,9/26/2015,24:25.0,-76.287244,36.888068
4484,E BRAMBLETON AVENUE & ROSWELL AVENUE,Noreaster (9/24/2015),Flooded street,12133142,3477128.25,35:56.0,9/26/2015,35:56.0,-76.277527,36.851451
4485,E CHARLOTTE STREET & WALKE STREET,Noreaster (9/24/2015),Flooded street,12132636,3476011,36:30.0,9/26/2015,36:30.0,-76.279346,36.848416
4486,E CITY HALL AVENUE & TIDEWATER DRIVE,Noreaster (9/24/2015),Flooded street,12132507,3474796,13:42.0,9/26/2015,13:42.0,-76.279884,36.845088
4489,E CHARLOTTE STREET & TIDEWATER DRIVE,Noreaster (9/24/2015),Flooded street,12133208,3475788,09:36.0,9/27/2015,09:36.0,-76.277409,36.847766
4490,4000 BLOCK OF LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131066,3488820.625,14:16.0,9/30/2015,14:16.0,-76.283682,36.88369
4492,4TH VIEW STREET & W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12137042,3516670,59:58.0,9/30/2015,59:58.0,-76.260997,36.959773
4493,8100 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12120806,3504252.5,00:58.0,10/1/2015,00:58.0,-76.317533,36.926721
4494,BOUSH STREET & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12129207,3478802.5,03:57.0,10/1/2015,03:57.0,-76.290838,36.856302
4495,BOUSH STREET & W BRAMBLETON AVENUE,Joaquin (9/29/2015),Flooded street,12129270.88,3478040.729,08:03.0,10/1/2015,08:03.0,-76.290681,36.854206
4496,1200 BLOCK OF SURREY CRESCENT,Joaquin (9/29/2015),Flooded street,12125136.9,3493420.343,29:36.0,10/1/2015,29:36.0,-76.303583,36.896701
4497,1300 BLOCK OF SURREY CRESCENT,Joaquin (9/29/2015),Flooded street,12124739.42,3493798.699,36:14.0,10/1/2015,36:14.0,-76.304912,36.897766
4498,1600 BLOCK OF TARRALL AVENUE,Joaquin (9/29/2015),Flooded street,12136936.5,3489894.875,03:33.0,10/1/2015,03:33.0,-76.263529,36.88626
4499,GRANBY STREET & LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131873,3490069.75,03:49.0,10/1/2015,03:49.0,-76.280823,36.887068
4500,6200 BLOCK OF ROLFE AVENUE,Joaquin (9/29/2015),Flooded street,12122722,3494481.125,41:08.0,10/1/2015,41:08.0,-76.311755,36.899768
4501,1000 BLOCK OF CAMBRIDGE CRESCENT,Joaquin (9/29/2015),Flooded street,12126713.82,3493655.794,43:31.0,10/1/2015,43:31.0,-76.298173,36.897247
4502,6100 BLOCK OF CARROLL PLACE,Joaquin (9/29/2015),Flooded street,12127044.09,3493485.883,44:28.0,10/1/2015,44:28.0,-76.297058,36.896759
4503,500 BLOCK OF MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12130416.59,3490956.725,46:36.0,10/1/2015,46:36.0,-76.285731,36.889598
4504,600 BLOCK OF MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12129445.38,3491042.125,47:17.0,10/1/2015,47:17.0,-76.289044,36.889895
4505,1500 BLOCK OF CATALPA STREET,Joaquin (9/29/2015),Flooded street,12122839.03,3493368.197,48:15.0,10/1/2015,48:15.0,-76.311443,36.896705
4506,100 BLOCK OF FILBERT STREET,Joaquin (9/29/2015),Flooded street,12133321.26,3496589.479,51:32.0,10/1/2015,51:32.0,-76.275347,36.904877
4507,200 BLOCK OF FILBERT STREET,Joaquin (9/29/2015),Flooded street,12134090.5,3496350,52:22.0,10/1/2015,52:22.0,-76.272736,36.90417
4508,COLONIAL AVENUE & MASSACHUSETTS AVENUE,Joaquin (9/29/2015),Flooded street,12130494,3490265,10:24.0,10/1/2015,10:24.0,-76.285521,36.887693
4509,800 BLOCK OF 51ST STREET,Joaquin (9/29/2015),Flooded street,12127292.97,3490767.443,14:19.0,10/1/2015,14:19.0,-76.296424,36.889279
4510,TIDEWATER DRIVE & RUFFNER STREET,Joaquin (9/29/2015),Flooded street,12133385,3476280.875,50:44.0,10/1/2015,50:44.0,-76.276765,36.849108
4511,6500 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125066.62,3495202.39,08:06.0,10/1/2015,08:06.0,-76.303682,36.901599
4512,6000 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125322.66,3493263.676,23:55.0,10/1/2015,23:55.0,-76.30296,36.896259
4513,3530 BAPAUME AVENUE,Joaquin (9/29/2015),Flooded street,12138338.5,3489193.583,48:31.0,10/1/2015,48:31.0,-76.258793,36.884243
4514,4100 BLOCK OF LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131229.63,3489253.69,10:48.0,10/2/2015,10:48.0,-76.283088,36.884869
4515,DUKE STREET & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12128851.37,3478992.195,31:38.0,10/2/2015,31:38.0,-76.292038,36.856846
4516,E CHARLOTTE STREET & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12133208,3475788,04:39.0,10/2/2015,04:39.0,-76.277409,36.847766
4517,E CHARLOTTE STREET & WALKE STREET,Joaquin (9/29/2015),Flooded street,12132636,3476011,04:53.0,10/2/2015,04:53.0,-76.279346,36.848416
4519,E PRINCESS ANNE ROAD & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12134268,3479018.875,27:39.0,10/2/2015,27:39.0,-76.273527,36.856569
4520,6455 KNOX ROAD,Joaquin (9/29/2015),Flooded street,12140572.84,3493926.471,38:35.0,10/2/2015,38:35.0,-76.25077,36.897093
4522,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12134008,3478239.25,49:43.0,10/2/2015,49:43.0,-76.274478,36.854445
4523,500 BLOCK OF W LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12130695,3500556.875,50:13.0,10/2/2015,50:13.0,-76.284008,36.91594
4524,1029 PHILPOTTS ROAD,Joaquin (9/29/2015),Flooded street,12142686.36,3494575.64,43:10.0,10/2/2015,43:10.0,-76.243491,36.898737
4526,7948 ARDMORE ROAD,Joaquin (9/29/2015),Flooded street,12142489.06,3501067.444,10:57.0,10/2/2015,10:57.0,-76.243635,36.916575
4527,300 BLOCK OF E LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12136613.53,3501468.001,18:59.0,10/2/2015,18:59.0,-76.263695,36.918059
4529,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Joaquin (9/29/2015),Flooded street,12136628.5,3477394.625,54:39.0,10/2/2015,54:39.0,-76.265593,36.851956
4532,E CITY HALL AVENUE & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12132507,3474796,33:37.0,10/2/2015,33:37.0,-76.279884,36.845088
4533,9600 BLOCK OF 3RD BAY STREET,Joaquin (9/29/2015),Flooded street,12151069.82,3507674.632,10:48.0,10/2/2015,10:48.0,-76.213745,36.93415
4534,19TH BAY STREET & PLEASANT AVENUE,Joaquin (9/29/2015),Flooded street,12156459.71,3505945.722,37:02.0,10/2/2015,37:02.0,-76.195454,36.929043
4535,9600 BLOCK OF 16TH BAY STREET,Joaquin (9/29/2015),Flooded street,12155456.67,3506460.998,40:08.0,10/2/2015,40:08.0,-76.198841,36.930525
4536,9500 BLOCK OF 13TH BAY STREET,Joaquin (9/29/2015),Flooded street,12154219.99,3506081.83,44:18.0,10/2/2015,44:18.0,-76.203103,36.929567
4537,3200 BLOCK OF PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12153993.93,3505915.134,47:33.0,10/2/2015,47:33.0,-76.20389,36.929124
4538,DELAWARE AVENUE & MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12129580,3489050.375,50:32.0,10/2/2015,50:32.0,-76.288743,36.884417
4539,9600 BLOCK OF 4TH VIEW STREET,Joaquin (9/29/2015),Flooded street,12136613.93,3516198.677,00:19.0,10/2/2015,00:19.0,-76.2625,36.958507
4540,11TH STREET & MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130286,3480119,01:17.0,10/2/2015,01:17.0,-76.287046,36.859847
4541,WATER STREET & PARK AVENUE,Joaquin (9/29/2015),Flooded street,12132139,3473795,03:09.0,10/2/2015,03:09.0,-76.281222,36.842363
4542,35TH STREET & COLONIAL AVENUE,Joaquin (9/29/2015),Flooded street,12129704,3486781.75,06:55.0,10/2/2015,06:55.0,-76.288501,36.87818
4543,36TH STREET & COLONIAL AVENUE,Joaquin (9/29/2015),Flooded street,12129689,3487043.75,07:28.0,10/2/2015,07:28.0,-76.288531,36.8789
4544,E OCEAN VIEW AVENUE & SHORE DRIVE,Joaquin (9/29/2015),Flooded street,12157230,3506389.375,08:38.0,10/2/2015,08:38.0,-76.192782,36.93021
4545,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Joaquin (9/29/2015),Flooded street,12125298.5,3492868.75,11:22.0,10/2/2015,11:22.0,-76.303074,36.895176
4546,400 BLOCK OF TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12133196.72,3475469.486,12:35.0,10/2/2015,12:35.0,-76.277473,36.846893
4547,1100 BLOCK OF MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130323.25,3480254.495,22:47.0,10/2/2015,22:47.0,-76.286907,36.860217
4548,901 MAGNOLIA AVENUE,Joaquin (9/29/2015),Flooded street,12127177.81,3492384.445,26:52.0,10/2/2015,26:52.0,-76.296688,36.893726
4549,800 BLOCK OF MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130398.65,3479345.406,32:11.0,10/2/2015,32:11.0,-76.286723,36.857716
4550,100 BLOCK OF PARK AVENUE,Joaquin (9/29/2015),Flooded street,12132791.15,3474403.083,34:02.0,10/2/2015,34:02.0,-76.278945,36.843991
4553,4100 BLOCK OF MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12128099,3488376.75,38:30.0,10/2/2015,38:30.0,-76.293859,36.882663
4554,MOWBRAY ARCH & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12127767.5,3479541.625,46:27.0,10/2/2015,46:27.0,-76.295698,36.858424
4555,115 W LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12133875.26,3500157.436,55:01.0,10/2/2015,55:01.0,-76.273165,36.914638
4557,LAFAYETTE BOULEVARD & ORLEANS CIRCLE,Joaquin (9/29/2015),Flooded street,12135026.5,3485629.875,59:08.0,10/2/2015,59:08.0,-76.270402,36.874673
4558,VILLA CIRCLE & E 26TH STREET,Joaquin (9/29/2015),Flooded street,12134203,3485001.25,59:36.0,10/2/2015,59:36.0,-76.273267,36.873
4559,200 BLOCK OF LAVALETTE AVENUE,Joaquin (9/29/2015),Flooded street,12132613.06,3487916.932,00:26.0,10/2/2015,00:26.0,-76.278467,36.881109
4560,19TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12156280,3504906.25,02:33.0,10/2/2015,02:33.0,-76.196155,36.926201
4561,18TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12155966,3505113.5,02:54.0,10/2/2015,02:54.0,-76.197212,36.926791
4562,10TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12153171,3506166.25,03:22.0,10/2/2015,03:22.0,-76.206684,36.929869
4563,11TH BAY STREET & PRETTY LAKE AVENUE,Joaquin (9/29/2015),Flooded street,12153473.01,3505989.347,03:41.0,10/2/2015,03:41.0,-76.205665,36.929363
4564,BERKLEY AVENUE EX & MARSH STREET,Joaquin (9/29/2015),Flooded street,12134908,3468289.75,16:30.0,10/2/2015,16:30.0,-76.272206,36.827067
4565,MAJESTIC AVENUE & MYRTLE AVENUE,Joaquin (9/29/2015),Flooded street,12139002,3477236.5,17:48.0,10/2/2015,17:48.0,-76.257496,36.851368
4566,MAGNOLIA AVENUE & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12127367,3492611.75,18:03.0,10/2/2015,18:03.0,-76.296023,36.894338
4567,5900 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125302.48,3493006.179,18:34.0,10/2/2015,18:34.0,-76.30305,36.895553
4568,E VIRGINIA BEACH BOULEVARD & CHAPEL STREET,Joaquin (9/29/2015),Flooded street,12133483,3478488.25,18:35.0,10/2/2015,18:35.0,-76.276252,36.855163
4569,4TH VIEW STREET & I-64W HIGHWAY,Joaquin (9/29/2015),Flooded street,12136311.5,3515973.25,19:15.0,10/2/2015,19:15.0,-76.263553,36.957908
4570,2600 BLOCK OF VILLA CIRCLE,Joaquin (9/29/2015),Flooded street,12134089.64,3485174.121,19:54.0,10/2/2015,19:54.0,-76.273641,36.873482
4571,52ND STREET & COLLEY AVENUE,Joaquin (9/29/2015),Flooded street,12127643,3491044.25,20:34.0,10/2/2015,20:34.0,-76.295205,36.890016
4572,BOLLING AVENUE & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12127489,3492029.25,21:20.0,10/2/2015,21:20.0,-76.295653,36.892731
4573,4TH BAY STREET & E OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12151525,3507937.75,22:21.0,10/2/2015,22:21.0,-76.212166,36.934842
4574,6TH BAY STREET & E OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12152196,3507741.75,22:47.0,10/2/2015,22:47.0,-76.209888,36.93426
4575,CAROLINA AVENUE & MAYFLOWER ROAD,Joaquin (9/29/2015),Flooded street,12128088,3488224.25,23:30.0,10/2/2015,23:30.0,-76.293909,36.882244
4576,MASON CREEK ROAD & W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12138455,3515985.875,25:26.0,10/2/2015,25:26.0,-76.256218,36.957803
4577,8017 GLADE ROAD,Joaquin (9/29/2015),Flooded street,12142081,3501365,26:42.0,10/2/2015,26:42.0,-76.245006,36.917419
4578,555 E LIBERTY STREET,Joaquin (9/29/2015),Flooded street,12132403.87,3468774.187,27:25.0,10/2/2015,27:25.0,-76.28072,36.82856
4579,DELAWARE AVENUE & LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12131024,3488692.25,29:07.0,10/2/2015,29:07.0,-76.283836,36.883341
4580,2125 KIMBALL TERRACE,Joaquin (9/29/2015),Flooded street,12136897.89,3474207.528,33:19.0,10/2/2015,33:19.0,-76.26493,36.843187
4584,700 BLOCK OF W BRAMBLETON AVENUE,Joaquin (9/29/2015),Flooded street,12125660.38,3479486.044,57:34.0,10/2/2015,57:34.0,-76.302902,36.858406
4585,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130305,3479539.25,03:47.0,10/2/2015,03:47.0,-76.287027,36.858254
4586,BLOW STREET & REDGATE AVENUE,Joaquin (9/29/2015),Flooded street,12127369,3480837,10:45.0,10/2/2015,10:45.0,-76.296956,36.862006
4588,200 BLOCK OF E LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12135250.5,3500730.375,17:13.0,10/2/2015,17:13.0,-76.268416,36.916122
4589,4000 BLOCK OF PLEASANT AVENUE,Joaquin (9/29/2015),Flooded street,12156969.52,3505856.415,26:05.0,10/2/2015,26:05.0,-76.193718,36.928764
4590,9500 BLOCK OF 20TH BAY STREET,Joaquin (9/29/2015),Flooded street,12156734.12,3505468.323,26:36.0,10/2/2015,26:36.0,-76.194555,36.927714
